name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,191.7494,3.7953,-26.717,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,212.7059,2.2871,-12.2555,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-915.4959,32.9061,77.84,83.2431,5.0,5.0,27.8215,1.0,1.0,0.9784,0.4739,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,184.5583,224.1572,7.38,5.0,5.0,6.113,1.0,1.0,0.9237,0.9933,,,,,
SRC_HX,HeatExchanger,,,,,-723.7465,92.5308,75.1482,11.5459,5.0,5.0,7.8217,1.0,1.0,0.6977,0.9663,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2635,26.717,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4372,12.2555,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
