Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
13,15,28.26,3,118.7,412.6,10.14,0.6762,0.4772,0.199,1.256e-14,-7.203e-17,1.249e-14,4.875e-13,-6.703e-15,3.42e-13
21,0.7683,28.26,9.499,1643,5873,235.4,306.3,13.27,293.1,5.559,62.21,67.76,151.5,76.74,79.98
22,0.7683,152.6,36.27,1898,5995,403.8,525.6,228.2,297.4,51.18,63.14,114.3,81.09,76.74,78.63
22c,0.7683,69,36.27,685,2570,243,316.2,18.8,297.4,4.216,63.14,67.35,81.09,76.74,77
23,0.7683,69,36.27,685,2570,243,316.2,18.8,297.4,4.216,63.14,67.35,81.09,76.74,77
24,0.7683,23.26,9.499,685,2641,227.2,295.7,2.615,293.1,0.5864,62.21,62.79,81.09,76.74,76.78
31,4.488,69,7.03,686.2,2489,359,79.99,50.47,29.52,90.54,38.58,129.1,111,80.91,99.92
32,4.488,106.2,16.8,729.9,2512,524.6,116.9,85.71,31.2,136.6,40.78,177.4,98.65,80.91,93.92
32c,4.488,105,16.8,478.5,1847,271,60.39,29.19,31.2,46.53,40.78,87.31,98.65,80.91,89.49
33,4.488,105,16.8,478.5,1847,271,60.39,29.19,31.2,46.53,40.78,87.31,98.65,80.91,89.49
34,4.488,64,7.03,478.5,1873,237,52.81,23.3,29.52,37.13,38.58,75.72,98.65,80.91,88.74
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
43,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,94.9,0,94.9,100.9,0,100.9
