name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,212.6849,3.6609,-33.5042,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,137.6383,1.854,-7.7389,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-990.5635,36.6114,82.8513,80.0236,5.0,5.0,27.0562,1.0,1.0,0.976,0.5501,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,187.7523,224.7789,7.1454,5.0,5.0,6.009,1.0,1.0,0.9419,0.9935,,,,,
SRC_HX,HeatExchanger,,,,,-777.8786,95.4412,78.3531,12.4076,5.0,5.0,8.1503,1.0,1.0,0.7128,0.9599,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2732,33.5042,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5394,7.7389,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
