label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,5.33592,50.0,3.0,209.59,0.7037,0.0054,185.183,103.73,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,5.33592,20.01,3.0,84.236,0.2966,0.005345,187.09,102.67,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.34959,20.01,7.3171,600.335,2.3908,0.217865,4.59,2627.13,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.34959,90.74,28.4931,680.571,2.4352,0.055729,17.944,672.01,56924.03,113348.64,170272.67
22c,R290,IHX,cc1,3.34959,70.0,28.4931,400.646,1.6338,0.008235,121.432,99.3,11935.65,113348.64,125284.29
23,R290,cc1,VAL1,3.34959,70.0,28.4931,400.646,1.6338,0.008235,121.432,99.3,11935.65,113348.64,125284.29
24,R290,VAL1,SRC_HX,3.34959,15.01,7.3171,400.646,1.6981,0.101025,9.899,1218.21,3375.65,103064.49,106440.14
31,R600,IHX,COMP2,4.48369,70.0,7.1991,687.634,2.4898,0.259589,3.852,4190.1,51496.11,29544.35,81040.47
32,R600,COMP2,SNK_HX,4.48369,106.25,16.8006,730.136,2.5123,0.103014,9.707,1662.78,85758.18,31199.21,116957.39
32c,R600,SNK_HX,cc2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.48369,65.0,7.1991,478.513,1.8716,0.098785,10.123,1594.52,23599.52,29544.35,53143.87
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
