label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
13,water (source),SRC_HX,source outlet,15.0,10.3,3.0,43.554,0.1554,0.015003,66.651,810.19,688.15,199.02,887.17
21,R717,SRC_HX,COMP1,0.65113,10.3,5.2106,1626.623,6.0837,0.160591,6.227,376.44,436.9,227493.98,227930.89
22,R717,COMP1,IHX,0.65113,196.38,37.0961,2019.677,6.2564,0.037284,26.821,87.4,272784.52,297582.37,570366.89
22c,R717,IHX,cc1,0.65113,70.0,37.0961,690.403,2.5857,0.001235,809.607,2.9,19574.65,297582.37,317157.02
23,R717,cc1,VAL1,0.65113,70.0,37.0961,690.403,2.5857,0.001235,809.607,2.9,19574.65,297582.37,317157.02
24,R717,VAL1,SRC_HX,0.65113,5.3,5.2106,690.403,2.7219,0.041141,24.307,96.44,49748.67,227493.98,277242.65
31,R600,IHX,COMP2,4.88935,70.0,7.1991,687.634,2.4898,0.283075,3.533,4982.59,51496.11,29544.35,81040.47
32,R600,COMP2,SNK_HX,4.88935,115.69,20.2302,738.622,2.5161,0.089321,11.196,1572.2,92538.73,31789.28,124328.01
32c,R600,SNK_HX,cc2,4.88935,115.0,20.2302,510.611,1.9287,0.011181,89.436,196.81,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.88935,115.0,20.2302,510.611,1.9287,0.011181,89.436,196.81,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.88935,65.0,7.1991,510.611,1.9666,0.134911,7.412,2374.65,27871.08,29544.35,57415.43
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
