label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,10.23,3.0,43.258,0.1544,0.015003,66.652,810.18,698.34,199.02,897.36
21,R1270,SRC_HX,COMP1,2.92298,10.23,6.8058,590.953,2.4039,0.209968,4.763,2209.44,285.71,105066.17,105351.88
22,R1270,COMP1,IHX,2.92298,95.06,30.8025,685.626,2.4559,0.050094,19.962,527.13,55791.94,129002.51,184794.45
22c,R1270,IHX,cc1,2.92298,65.0,30.8025,380.878,1.5742,0.006901,144.904,72.62,9501.28,129002.51,138503.79
23,R1270,cc1,VAL1,2.92298,65.0,30.8025,380.878,1.5742,0.006901,144.904,72.62,9501.28,129002.51,138503.79
24,R1270,VAL1,SRC_HX,2.92298,5.23,6.8058,380.878,1.6496,0.095785,10.44,1007.92,11355.02,105066.17,116421.19
31,R600a,IHX,COMP2,5.50514,65.0,8.6916,644.137,2.373,0.252639,3.958,5006.93,42018.09,44440.08,86458.17
32,R600a,COMP2,SNK_HX,5.50514,107.1,21.7777,687.265,2.3958,0.088461,11.304,1753.16,76133.69,46780.02,122913.71
32c,R600a,SNK_HX,cc2,5.50514,105.0,21.7777,482.329,1.8539,0.013183,75.856,261.27,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.50514,105.0,21.7777,482.329,1.8539,0.013183,75.856,261.27,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.50514,60.0,8.6916,482.329,1.8876,0.121002,8.264,2398.08,22521.16,44440.08,66961.23
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
