label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,39.94,3.0,167.537,0.5715,0.015116,66.155,816.26,2711.59,199.02,2910.61
21,R717,SRC_HX,COMP1,0.71036,39.48,13.3013,1650.37,5.751,0.070968,14.091,181.49,55533.41,293693.48,349226.89
22,R717,COMP1,IHX,0.71036,163.94,49.3811,1900.65,5.8676,0.026639,37.539,68.12,265719.56,299585.0,565304.56
22c,R717,IHX,cc1,0.71036,82.99,49.0811,762.383,2.7849,0.001419,704.588,3.63,31210.58,299536.14,330746.72
23,R717,cc1,VAL1,0.71036,82.99,49.0811,762.383,2.7849,0.001419,704.588,3.63,31210.58,299536.14,330746.72
24,R717,VAL1,SRC_HX,0.71036,34.94,13.4763,762.383,2.8636,0.016171,61.839,41.35,13952.91,293722.13,307675.04
31,R600a,IHX,COMP2,7.40613,82.44,12.7432,666.182,2.3929,0.227682,4.392,6070.48,57512.58,45165.67,102678.25
32,R600a,COMP2,SNK_HX,7.40613,129.55,31.1303,705.674,2.4125,0.074097,13.496,1975.59,87961.76,48446.08,136407.84
32c,R600a,SNK_HX,cc2,7.40613,125.0,30.8803,557.006,2.04,0.021125,47.338,563.23,48542.55,48401.61,96944.15
33,R600a,cc2,VAL2,7.40613,125.0,30.8803,557.006,2.04,0.021125,47.338,563.23,48542.55,48401.61,96944.15
34,R600a,VAL2,IHX,7.40613,78.0,12.8932,557.006,2.0809,0.139948,7.146,3731.31,39768.61,45192.52,84961.12
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
