name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,293.2044,4.8852,-26.9489,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,249.2973,2.8101,-13.0311,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-865.5258,60.8738,77.2568,30.8929,5.0,5.0,14.2184,1.0,1.0,0.9422,0.7278,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,208.7931,222.8356,5.6938,5.0,5.0,5.3394,1.0,1.0,0.932,0.9946,,,,,
SRC_HX,HeatExchanger,,,,,-572.3213,83.5348,65.6057,9.1113,5.0,5.0,6.8513,1.0,1.0,0.6451,0.9252,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2047,26.9489,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3559,13.0311,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
