label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,39.34,3.0,165.029,0.5635,0.015113,66.17,816.08,2554.09,199.02,2753.11
21,R1270,SRC_HX,COMP1,3.22706,38.82,14.2932,615.187,2.3633,0.109608,9.123,1273.36,15683.34,125818.37,141501.71
22,R1270,COMP1,IHX,3.22706,96.16,36.1148,670.689,2.3935,0.043273,23.109,502.71,58125.43,130021.01,188146.44
22c,R1270,IHX,cc1,3.22706,72.95,35.8148,408.059,1.6501,0.008048,124.256,93.5,13474.94,129963.57,143438.51
23,R1270,cc1,VAL1,3.22706,72.95,35.8148,408.059,1.6501,0.008048,124.256,93.5,13474.94,129963.57,143438.51
24,R1270,VAL1,SRC_HX,3.22706,34.34,14.4682,408.059,1.688,0.04338,23.052,503.97,6470.29,125852.28,132322.56
31,R600a,IHX,COMP2,6.21586,72.34,10.2596,653.611,2.3814,0.240414,4.159,5379.77,48746.7,44721.0,93467.7
32,R600a,COMP2,SNK_HX,6.21586,118.33,26.2691,696.614,2.4035,0.078217,12.785,1750.27,82430.57,47580.76,130011.33
32c,R600a,SNK_HX,cc2,6.21586,115.0,26.0191,517.263,1.9423,0.015964,62.639,357.24,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.21586,115.0,26.0191,517.263,1.9423,0.015964,62.639,357.24,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.21586,68.0,10.4096,517.263,1.9803,0.129293,7.734,2893.2,29964.29,44747.87,74712.16
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
